assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3,pts_bps,WHH,WHD,WHA
1,0,11,0,25.0,372,0.09,0.77,0.68,0.23,1,0,0,5.5,21.2,2024-08-16,29,9,0,0,0,0,1,0,1548926,0,0,1,9.0,4,0,0,0,65,True,0,0,2,0.4038030505180359,28,Manchester United,Fulham,1,0,26602,2024,666180,0.1898372620344162,1,2,0,0.4038030505180359,0.6021967530250549,0.0317810773849487,2,3,1,2.3,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.61,0.24,0.2
0,0,0,0,11.4,372,0.06,0.77,0.71,0.76,13,1,0,3.1,3.4,2024-08-24,25,5,0,0,0,0,2,0,1644956,0,1,2,16.0,1,-41578,95475,137053,65,False,0,0,1,0.5201026797294617,24,Brighton,Manchester United,2,1,26612,2024,667719,0.017420707270503,0,1,0,0.5201026797294617,0.5375233888626099,0.017420707270503,3,3,2,2.5,MID,0.0,0.03,0.26,0.23,0.08,0.0,0.0,1.83,7.07,8.33,3.0,9.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.33,0.0,0.67,0.13,0.06,0.33,0.67,0.0,0.13,0.2,0.01,0.77,516308.67,1.0,0.4,0.27,0.37
0,0,9,0,15.8,372,0.1,0.1,0.0,1.3,27,3,0,2.8,6.0,2024-09-01,68,12,0,0,0,0,3,0,1260746,1,3,0,6.0,2,-401495,47545,449040,64,True,0,0,0,0.0,74,Manchester United,Liverpool,0,3,26631,2024,672619,0.0797931998968124,0,1,0,0.0,0.0797931998968124,0.0,5,3,3,1.8,MID,0.0,0.05,0.51,0.46,0.33,0.33,0.0,2.87,8.2,12.13,8.33,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.0,1.67,0.0,1.0,0.31,0.07,0.33,1.0,0.0,0.31,0.38,0.02,1.6,1064627.33,2.0,0.26,0.24,0.54
0,0,22,0,11.1,372,0.04,0.35,0.31,0.0,38,0,1,6.9,34.0,2024-09-14,17,17,0,0,0,0,4,0,1093417,0,3,0,24.0,6,-196534,58722,255256,64,False,0,1,2,0.6120920777320862,13,Southampton,Manchester United,0,3,26632,2024,673383,0.0263318493962287,0,1,1,0.6120920777320862,0.6384239196777344,0.0,3,2,4,3.5,MID,0.0,0.08,0.55,0.46,0.76,1.33,0.0,3.8,10.2,17.4,10.33,40.67,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.33,1.0,2.33,0.0,1.0,0.31,0.1,0.33,1.33,0.0,0.31,0.41,0.02,2.2,1484876.0,6.0,0.21,0.26,0.57
0,0,-4,1,2.7,372,0.01,0.48,0.47,1.01,43,0,0,4.4,5.6,2024-09-21,90,7,0,0,0,0,5,0,1117258,1,0,0,36.0,2,5617,73760,68143,64,False,1,0,3,0.657313346862793,90,Crystal Palace,Manchester United,0,0,26649,2024,675951,0.0,0,0,0,0.657313346862793,0.9666113257408142,0.3092979490756988,3,2,5,3.3,MID,0.0,0.07,0.41,0.34,0.69,1.33,0.33,4.27,14.47,12.77,15.33,36.67,0.0,0.0,0.0,0.0,0.0,0.0,0.33,2.33,0.67,3.0,0.33,1.0,0.38,0.04,0.0,1.0,0.33,0.38,0.42,0.01,2.6,1333039.67,2.0,0.35,0.28,0.42
0,0,5,0,20.0,372,0.07,0.21,0.14,4.59,57,3,0,4.5,5.4,2024-09-29,90,18,0,0,0,0,6,0,1023589,1,3,0,20.0,2,-98255,45534,143789,63,True,0,0,3,0.1455353200435638,90,Manchester United,Tottenham,0,3,26660,2024,678649,0.0515466295182704,0,1,0,0.1455353200435638,0.3638924956321716,0.2183571755886078,4,3,6,3.0,MID,0.33,0.05,0.31,0.26,0.77,1.0,0.33,4.7,15.2,9.87,22.0,58.33,0.0,0.0,0.0,0.0,0.33,0.0,0.67,2.0,0.0,3.33,0.33,1.67,0.42,0.04,0.0,0.67,0.33,0.42,0.56,0.1,2.87,1157140.33,2.0,0.43,0.25,0.36
0,0,11,1,1.5,372,0.01,0.08,0.07,0.42,62,0,0,4.2,11.4,2024-10-06,90,2,0,0,0,0,7,0,898945,1,0,0,29.0,3,-130331,20145,150476,63,False,0,0,3,0.0717718228697776,90,Aston Villa,Manchester United,0,0,26670,2024,680094,0.0,0,0,0,0.0717718228697776,0.0523241497576236,0.0,3,4,7,3.2,MID,0.33,0.04,0.35,0.31,1.87,1.0,0.33,5.27,15.0,11.27,26.67,65.67,0.0,0.0,0.0,0.0,0.33,0.0,0.67,2.0,0.0,3.33,0.33,2.67,0.47,0.03,0.0,0.67,0.33,0.47,0.66,0.18,3.27,1078088.0,3.0,0.45,0.27,0.32
0,3,45,0,25.8,372,0.04,0.43,0.39,0.73,75,1,1,18.4,57.0,2024-10-19,90,4,0,0,0,0,8,0,793304,1,1,2,101.0,10,-110614,16458,127072,62,True,0,1,8,0.5396186709403992,90,Manchester United,Brentford,2,1,26675,2024,681297,0.0504788383841514,0,2,1,0.5396186709403992,0.9695879220962524,0.4036628901958465,2,3,8,5.0,MID,0.67,0.03,0.26,0.23,2.01,1.0,0.0,4.37,7.47,8.07,28.33,90.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,1.0,0.0,2.33,0.0,3.0,0.29,0.02,0.0,0.33,0.0,0.29,0.46,0.18,3.17,1013264.0,7.0,0.59,0.24,0.22
0,0,8,0,26.0,372,0.05,0.28,0.23,2.98,90,2,0,4.2,0.0,2024-10-27,90,19,0,0,0,0,9,0,925785,1,1,2,18.0,2,119181,136303,17122,62,False,0,0,3,0.5290736556053162,90,West Ham,Manchester United,2,1,26690,2024,683473,0.5521127581596375,0,2,0,0.5290736556053162,1.1114041805267334,0.0302177332341671,3,2,9,4.2,MID,0.33,0.04,0.24,0.2,1.91,1.33,0.33,9.03,24.6,15.77,50.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.33,0.67,5.0,0.33,4.67,0.25,0.03,0.0,1.0,0.33,0.25,0.46,0.21,3.73,905279.33,2.0,0.35,0.27,0.43
0,0,2,0,5.9,372,0.01,0.47,0.46,1.11,95,1,0,6.4,7.4,2024-11-03,90,6,0,0,0,0,10,0,1063799,1,1,1,51.0,2,134149,183080,48931,63,True,0,0,4,0.508659839630127,90,Manchester United,Chelsea,1,1,26697,2024,685862,0.0,0,0,0,0.508659839630127,0.7601568698883057,0.2514970600605011,4,3,10,4.2,MID,0.33,0.03,0.26,0.23,1.38,1.0,0.33,8.93,22.8,17.77,49.33,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.67,1.33,5.0,0.33,4.67,0.38,0.2,0.0,1.33,0.33,0.38,0.71,0.14,4.13,872678.0,2.0,0.38,0.26,0.4
