assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3,pts_bps,WHH,WHD,WHA
0,0,5,1,14.8,385,0.11,0.11,0.0,0.44,1,0,0,2.7,4.6,2024-08-16,90,9,0,0,0,0,1,0,410469,1,0,1,8.0,3,0,0,0,70,True,0,0,0,0.0,90,Manchester United,Fulham,1,0,26602,2024,666178,0.3805783987045288,0,1,0,0.0,0.505109965801239,0.1245315670967102,2,3,1,2.5,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.61,0.24,0.2
0,0,4,0,7.3,385,0.01,0.01,0.0,1.33,13,1,0,1.1,0.0,2024-08-24,64,5,0,0,0,0,2,0,412866,1,1,2,4.0,2,-33984,21693,55677,70,False,0,0,0,0.0,66,Brighton,Manchester United,2,1,26612,2024,667717,0.0,0,0,0,0.0,0.0,0.0,3,3,2,2.5,MID,0.33,0.04,0.04,0.0,0.15,0.0,0.0,0.9,1.53,4.93,2.67,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,1.0,0.0,0.0,0.0,0.13,0.0,0.33,0.0,0.0,0.17,0.04,0.83,136823.0,2.0,0.4,0.27,0.37
0,0,18,0,33.0,385,0.59,0.59,0.0,1.73,27,3,0,5.4,12.8,2024-09-01,90,12,0,0,0,0,3,0,313798,1,3,0,8.0,2,-106841,10846,117687,69,True,0,0,0,0.0,90,Manchester United,Liverpool,0,3,26631,2024,672621,0.9978411197662354,0,2,0,0.0,1.0152345895767212,0.5418434739112854,5,3,3,1.8,MID,0.33,0.04,0.04,0.0,0.59,0.33,0.0,1.27,1.53,7.37,4.0,51.33,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.33,1.0,1.67,0.0,0.0,0.0,0.13,0.0,0.33,0.0,0.0,0.17,0.04,1.67,274445.0,2.0,0.26,0.24,0.54
0,0,28,1,14.1,385,0.01,0.41,0.4,1.12,38,0,1,9.5,42.8,2024-09-14,72,17,0,0,0,0,4,0,289386,1,3,0,38.0,8,-36179,23824,60003,69,False,0,1,4,0.2599236965179443,77,Southampton,Manchester United,0,3,26632,2024,673381,0.0183580685406923,0,1,1,0.2599236965179443,0.9512239098548888,0.7125238180160522,3,2,4,4.5,MID,0.33,0.24,0.24,0.0,1.17,1.33,0.0,3.07,5.8,18.37,6.67,81.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.33,1.0,2.33,0.0,0.0,0.0,0.46,0.0,1.0,0.0,0.0,0.51,0.22,2.27,379044.33,8.0,0.21,0.26,0.57
0,0,4,0,1.7,385,0.05,0.05,0.0,0.84,43,0,0,0.4,2.2,2024-09-21,29,7,0,0,0,0,5,0,405441,0,0,0,0.0,1,101097,118652,17555,69,False,0,0,0,0.0,29,Crystal Palace,Manchester United,0,0,26649,2024,675955,0.0,0,0,0,0.0,0.0,0.0,3,2,5,3.7,MID,0.33,0.2,0.34,0.13,1.39,1.33,0.33,5.33,18.53,18.13,16.67,75.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.33,0.67,4.0,0.33,1.33,0.09,0.34,0.0,1.0,0.33,0.09,0.66,0.42,2.93,338683.33,1.0,0.35,0.28,0.42
0,0,12,0,23.5,385,0.05,0.05,0.0,2.86,57,2,0,4.2,14.0,2024-09-29,72,18,0,0,0,0,6,0,360701,1,3,0,4.0,2,-42506,24148,66654,69,True,0,0,0,0.0,78,Manchester United,Tottenham,0,3,26660,2024,678651,0.0529291778802871,0,1,0,0.0,0.1507856994867324,0.1507856994867324,4,3,6,3.2,MID,0.33,0.22,0.35,0.13,1.23,1.0,0.33,5.1,19.27,16.27,15.33,63.67,0.0,0.0,0.0,0.0,0.0,0.0,0.67,2.0,0.0,3.67,0.33,1.33,0.09,0.34,0.0,1.0,0.33,0.09,0.66,0.42,3.33,336208.33,2.0,0.43,0.25,0.36
0,0,7,1,11.5,385,0.01,0.19,0.18,0.28,62,0,0,4.6,6.8,2024-10-06,63,2,0,0,0,0,7,0,319756,1,0,0,28.0,2,-45739,13357,59096,69,False,1,0,2,0.2084538638591766,67,Aston Villa,Manchester United,0,0,26670,2024,680096,0.0228858683258295,0,1,0,0.2084538638591766,0.2455622851848602,0.0142225567251443,3,4,7,3.2,MID,0.33,0.04,0.17,0.13,1.61,0.67,0.33,4.7,19.67,13.1,14.0,57.67,0.0,0.0,0.0,0.0,0.0,0.0,0.67,2.0,0.0,3.67,0.33,1.33,0.09,0.02,0.0,0.67,0.33,0.09,0.37,0.29,3.8,351842.67,2.0,0.45,0.27,0.32
1,1,27,0,56.5,385,0.35,0.42,0.07,0.86,75,1,0,11.0,33.4,2024-10-19,90,4,0,0,0,0,8,0,335811,1,1,2,20.0,6,7733,34049,26316,69,True,0,0,2,0.1345402002334594,90,Manchester United,Brentford,2,1,26675,2024,681295,0.387787401676178,1,3,0,0.1345402002334594,0.923031747341156,0.4007041156291961,2,3,8,3.3,MID,0.33,0.04,0.1,0.06,1.33,0.67,0.0,3.07,7.67,12.23,10.67,54.67,0.0,0.0,0.0,0.0,0.33,0.0,0.67,1.0,0.0,1.67,0.0,0.67,0.07,0.03,0.0,0.67,0.0,0.07,0.13,0.06,3.37,361966.0,5.0,0.59,0.24,0.22
0,0,4,0,21.8,385,0.02,0.02,0.0,0.13,90,0,0,2.9,4.8,2024-10-27,58,19,0,0,0,0,9,0,346907,1,1,2,2.0,1,8950,25367,16417,69,False,0,0,0,0.0,62,West Ham,Manchester United,2,1,26690,2024,683471,0.0363263711333274,0,1,0,0.0,0.364836573600769,0.364836573600769,3,2,9,2.8,MID,0.33,0.14,0.22,0.08,1.33,1.0,0.0,6.6,18.07,30.5,17.33,75.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,1.33,0.67,3.33,0.0,1.33,0.11,0.15,0.33,1.67,0.0,0.11,0.44,0.19,3.23,338756.0,1.0,0.35,0.27,0.43
0,0,-5,1,3.8,385,0.01,0.24,0.23,0.92,95,0,0,1.9,0.0,2024-11-03,72,6,0,0,0,0,10,0,341175,1,1,1,15.0,2,-7454,24832,32286,69,True,1,0,2,0.2727145254611969,75,Manchester United,Chelsea,1,1,26697,2024,685864,0.0,0,0,0,0.2727145254611969,0.2995056211948395,0.0480085611343383,4,3,10,2.5,MID,0.33,0.13,0.21,0.08,0.42,0.33,0.0,6.17,15.0,29.93,16.67,70.33,0.0,0.0,0.0,0.0,0.33,0.0,1.0,0.67,1.33,3.0,0.0,1.33,0.11,0.15,0.33,1.67,0.0,0.11,0.51,0.26,3.1,334158.0,2.0,0.38,0.26,0.4
