assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,selected_5,pts_bps,whh,whd,wha
0,0,3,0,0.0,517,0.0,0.0,0.0,0.03,14,0,0,0.0,0.0,2024-08-24,1,7,0,0,0,0,2,0,227554,0,2,0,0.0,1,-6613,10331,16944,40,False,0,0,0,0.0,1,Crystal Palace,West Ham,0,2,26613,2024,667943,0.0,0,0,0,0.0,0.0,0.0,2,2,2,0.5,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.45,0.29,0.3
0,0,3,0,11.8,517,0.01,0.01,0.0,0.68,50,0,0,1.5,3.0,2024-09-21,17,6,0,0,0,0,5,0,180590,0,3,0,0.0,1,-2036,6753,8789,40,True,0,0,0,0.0,15,West Ham,Chelsea,0,3,26642,2024,675289,0.0210413821041584,0,1,0,0.0,0.0841361433267593,0.0841361433267593,4,2,5,0.5,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,227554.0,1.0,0.29,0.27,0.49
0,0,2,0,0.0,517,0.0,0.03,0.03,0.13,70,0,0,0.2,0.6,2024-10-05,7,10,0,0,0,0,7,0,189102,0,1,4,1.0,1,-561,9723,10284,40,True,0,0,1,0.03984160348773,4,West Ham,Ipswich,4,1,26665,2024,679497,0.0,0,0,0,0.03984160348773,0.0,0.0,2,2,7,1.0,DEF,0.0,0.01,0.01,0.0,0.68,0.0,0.0,1.5,3.0,11.8,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.02,0.0,1.0,0.0,0.0,0.08,0.08,0.5,180590.0,0.0,0.01,0.01,0.0,0.71,0.0,0.0,1.5,3.0,11.8,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.02,0.0,1.0,0.0,0.0,0.08,0.08,1.0,408144.0,1.0,0.56,0.26,0.23
0,0,1,0,0.0,517,0.0,0.0,0.0,0.1,90,0,0,0.1,1.2,2024-10-27,1,14,0,0,0,0,9,0,181828,0,1,2,0.0,0,-4479,2251,6730,40,True,1,0,0,0.0,1,West Ham,Manchester United,2,1,26690,2024,683462,0.0,0,0,0,0.0,0.0,0.0,3,2,9,0.3,DEF,0.0,0.0,0.03,0.03,0.13,0.0,0.0,0.2,0.6,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,0.04,0.0,0.0,0.0,0.0,0.04,0.0,0.0,1.0,189102.0,0.0,0.01,0.04,0.03,0.81,0.0,0.0,1.7,3.6,11.8,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,1.0,0.04,0.02,0.0,1.0,0.0,0.04,0.08,0.08,1.5,369692.0,0.0,0.35,0.27,0.43
0,0,5,0,0.0,14,0.0,0.0,0.0,2.78,22,3,0,2.8,27.8,2024-08-31,90,4,0,0,0,0,3,4,107644,1,1,3,0.0,2,24647,41306,16659,44,False,0,0,0,0.0,90,Brentford,Southampton,3,1,26623,2024,671736,0.0,0,0,0,0.0,0.0,0.0,2,3,3,0.2,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.57,0.26,0.22
0,0,12,0,0.0,14,0.0,0.0,0.0,2.67,38,3,0,4.5,45.4,2024-09-14,90,14,0,0,0,0,4,7,176635,1,3,0,0.0,3,56313,83072,26759,44,True,0,0,0,0.0,90,Southampton,Manchester United,0,3,26632,2024,673356,0.0,0,0,0,0.0,0.0341485179960727,0.0341485179960727,3,2,4,0.7,GK,0.0,0.0,0.0,0.0,2.78,3.0,0.0,2.8,27.8,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,107644.0,0.0,0.0,0.0,0.0,2.78,3.0,0.0,2.8,27.8,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,107644.0,3.0,0.21,0.26,0.57
0,0,15,0,0.0,14,0.0,0.0,0.0,1.69,48,1,0,4.1,41.2,2024-09-21,90,10,0,0,0,0,5,5,206185,1,1,1,0.0,3,25228,34765,9537,44,True,0,0,0,0.0,90,Southampton,Ipswich,1,1,26643,2024,675624,0.0,0,0,0,0.0,0.0,0.0,2,2,5,2.0,GK,0.0,0.0,0.0,0.0,5.45,6.0,0.0,7.3,73.2,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,4.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.9,284279.0,0.0,0.0,0.0,0.0,5.45,6.0,0.0,7.3,73.2,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,4.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.9,284279.0,3.0,0.45,0.28,0.31
0,0,5,0,0.0,14,0.0,0.0,0.0,1.38,52,3,0,2.3,22.8,2024-09-30,90,3,0,0,0,0,6,3,220949,1,1,3,0.0,2,12742,30311,17569,44,False,0,0,0,0.0,90,Bournemouth,Southampton,3,1,26661,2024,678937,0.0,0,0,0,0.0,0.0751236081123352,0.0751236081123352,2,3,6,2.2,GK,0.0,0.0,0.0,0.0,7.14,7.0,0.0,11.4,114.4,0.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,5.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,2.9,490464.0,0.0,0.0,0.0,0.0,7.14,7.0,0.0,11.4,114.4,0.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,5.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,2.9,490464.0,2.0,0.6,0.24,0.21
0,0,5,0,0.0,14,0.01,0.01,0.0,2.83,61,3,0,2.4,24.4,2024-10-05,90,1,0,0,0,0,7,3,222857,1,1,3,0.0,2,-695,14365,15060,44,False,0,0,0,0.0,90,Arsenal,Southampton,3,1,26666,2024,679530,0.0,0,0,0,0.0,0.0,0.0,2,5,7,1.0,GK,0.0,0.0,0.0,0.0,5.74,7.0,0.0,10.9,109.4,0.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,5.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,4.9,603769.0,0.0,0.0,0.0,0.0,8.52,10.0,0.0,13.7,137.2,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0,6.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,5.1,711413.0,2.0,0.88,0.12,0.05
0,0,-2,0,0.0,14,0.0,0.0,0.0,3.21,78,3,0,1.3,12.6,2024-10-19,90,11,0,0,0,0,8,1,234313,1,3,2,0.0,1,7016,17141,10125,44,True,0,0,0,0.0,90,Southampton,Leicester,2,3,26678,2024,681381,0.0,0,0,0,0.0,0.0528060086071491,0.0528060086071491,2,2,8,1.2,GK,0.0,0.01,0.01,0.0,5.9,7.0,0.0,8.8,88.4,0.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,3.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,5.2,649991.0,0.0,0.01,0.01,0.0,11.35,13.0,0.0,16.1,161.6,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,22.0,5.0,7.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,6.1,934270.0,1.0,0.42,0.29,0.33
