assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3
0,0,9,0,29.4,587,0.17,0.17,0.0,0.27,7,1,0,4.4,8.2,2024-08-17,17,2,0,0,0,0,1,0,86458,0,2,1,6.0,1,0,0,0,60,True,0,0,0,0.0,14,West Ham,Aston Villa,1,2,26608,2024,666461,0.4146003723144531,0,2,0,0.0,0.9939739108085632,0.5936411023139954,3,2,1,2.2,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,5,0,0.3,587,0.0,0.06,0.06,0.22,30,0,0,2.2,3.0,2024-08-31,4,13,0,0,0,0,3,0,61287,0,3,1,19.0,1,-26016,2798,28814,59,True,0,0,1,0.0408522970974445,2,West Ham,Manchester City,1,3,26628,2024,672015,0.0,0,0,0,0.0408522970974445,0.0408522970974445,0.0,5,2,3,-0.3,MID,0.0,0.17,0.17,0.0,0.27,1.0,0.0,4.4,8.2,29.4,6.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.41,0.0,2.0,0.0,0.0,0.99,0.59,2.2,86458.0
0,0,3,0,0.7,587,0.01,0.01,0.0,0.76,35,0,0,0.9,6.2,2024-09-14,45,9,0,0,0,0,4,0,53894,0,1,1,2.0,1,-10579,3370,13949,58,False,0,0,0,0.0,43,Fulham,West Ham,1,1,26634,2024,673761,0.0,0,0,0,0.0,0.0163952279835939,0.0163952279835939,2,3,4,0.8,MID,0.0,0.17,0.23,0.06,0.49,1.0,0.0,6.6,11.2,29.7,25.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,1.0,0.04,0.41,0.0,2.0,0.0,0.04,1.03,0.59,1.9,147745.0
0,0,4,0,1.9,587,0.01,0.01,0.0,1.2,50,3,0,0.5,2.6,2024-09-21,53,6,0,0,0,0,5,0,49964,1,3,0,0.0,1,-4992,1332,6324,58,True,0,0,0,0.0,56,West Ham,Chelsea,0,3,26642,2024,675285,0.0,0,0,0,0.0,0.0,0.0,4,2,5,0.8,MID,0.0,0.01,0.07,0.06,0.98,0.0,0.0,3.1,9.2,1.0,21.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,1.0,0.04,0.0,0.0,0.0,0.0,0.04,0.06,0.02,0.5,115181.0
0,0,2,0,3.3,587,0.0,0.05,0.05,0.04,53,0,0,0.9,1.0,2024-09-28,14,4,0,0,0,0,6,0,47946,0,1,1,5.0,1,-3005,3028,6033,58,False,0,0,1,0.0501043982803821,13,Brentford,West Ham,1,1,26656,2024,677888,0.0,0,0,0,0.0501043982803821,0.0501043982803821,0.0,2,3,6,1.0,MID,0.0,0.02,0.08,0.06,2.18,3.0,0.0,3.6,11.8,2.9,21.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,3.0,0.0,1.0,0.04,0.0,0.0,0.0,0.0,0.04,0.06,0.02,1.3,165145.0
0,0,2,0,0.1,587,0.0,0.0,0.0,0.13,70,0,0,0.1,0.0,2024-10-05,7,10,0,0,0,0,7,0,46604,0,1,4,2.0,1,-2316,2991,5307,57,True,0,0,0,0.0,4,West Ham,Ipswich,4,1,26665,2024,679495,0.0,0,0,0,0.0,0.0,0.0,2,2,7,1.5,MID,0.0,0.02,0.07,0.05,2.0,3.0,0.0,2.3,9.8,5.9,7.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,3.0,0.0,1.0,0.05,0.0,0.0,0.0,0.0,0.05,0.07,0.02,2.6,151804.0
0,0,3,0,1.0,587,0.02,0.02,0.0,0.41,79,0,0,0.7,2.2,2024-10-19,29,18,0,0,0,0,8,0,43580,0,1,4,4.0,1,-3597,937,4534,57,False,0,0,0,0.0,28,Tottenham,West Ham,4,1,26672,2024,680969,0.0,0,0,0,0.0,0.0111164944246411,0.0111164944246411,2,4,8,0.5,MID,0.0,0.01,0.06,0.05,1.37,3.0,0.0,1.5,3.6,5.3,7.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,3.0,0.0,1.0,0.05,0.0,0.0,0.0,0.0,0.05,0.05,0.0,3.3,144514.0
0,2,30,0,39.4,587,0.17,0.7,0.53,0.63,90,1,1,12.1,48.8,2024-10-27,45,14,0,0,0,0,9,0,42834,0,1,2,33.0,7,-1187,1062,2249,57,True,1,1,1,0.6295180916786194,41,West Ham,Manchester United,2,1,26690,2024,683461,0.2087085396051406,0,3,1,0.6295180916786194,0.8880760073661804,0.0498493760824203,3,2,9,3.0,MID,0.0,0.02,0.07,0.05,0.58,0.0,0.0,1.7,3.2,4.4,11.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,3.0,0.0,1.0,0.05,0.0,0.0,0.0,0.0,0.05,0.06,0.01,3.0,138130.0
0,0,2,0,6.1,587,0.05,0.05,0.0,1.43,97,1,0,0.9,2.4,2024-11-02,45,16,0,0,0,0,10,0,53726,1,0,3,0.0,1,9403,11384,1981,57,False,0,0,0,0.0,50,Nottingham Forest,West Ham,3,0,26698,2024,685078,0.0,0,0,0,0.0,0.0,0.0,2,2,10,3.0,MID,0.0,0.19,0.72,0.53,1.17,1.0,1.0,12.9,51.0,40.5,39.0,81.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,10.0,9.0,1.0,1.0,0.63,0.21,0.0,3.0,1.0,0.63,0.9,0.06,5.0,133018.0
0,0,6,1,29.6,587,0.16,0.44,0.28,1.11,109,0,0,6.5,16.4,2024-11-09,82,8,0,0,0,0,11,0,54487,1,0,0,19.0,3,517,4773,4256,57,True,0,0,1,0.1213478669524192,84,West Ham,Everton,0,0,26710,2024,686642,0.098998799920082,0,2,0,0.1213478669524192,0.1414499878883361,0.0,2,2,11,,,0.0,0.24,0.77,0.53,2.47,2.0,1.0,13.7,53.4,46.5,37.0,119.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,9.0,9.0,1.0,1.0,0.63,0.21,0.0,3.0,1.0,0.63,0.9,0.06,6.5,140140.0
